,rf,xgb,gbm
2018-03-31,0.01811064543535836,0.018055191374800227,0.018042661096648347
2018-06-30,0.016503554703918552,0.016403397790443704,0.01633238879366729
2018-09-30,0.017758272730357728,0.017853345700997295,0.017470962908708476
2018-12-31,0.023517254256960746,0.02405203892836407,0.023599389571479053
2019-03-31,0.02310151664140891,0.02289670798785193,0.023070338135536186
2019-06-30,0.02518606205309398,0.02544548667240147,0.02532900651883172
2019-09-30,0.01958433450178857,0.01942450451689441,0.01976865652182737
2019-12-31,0.02048335759309282,0.021812497435296785,0.020421528475728812
2020-03-31,0.02268209144791822,0.02398065303870571,0.023023454465563153
2020-06-30,0.029199130673161242,0.029528062382118525,0.02908804463916688
2020-09-30,0.032286762267961205,0.032092092239352325,0.03231181749926856
2020-12-31,0.026562565242499354,0.025855765104540646,0.02690212458789533
2021-03-31,0.021542430998714862,0.02209807623350085,0.02213748416700416
2021-06-30,0.01690909031815642,0.01660670373333485,0.017055002858429334
2021-09-30,0.016796702262384493,0.0163802064239631,0.017724231150442464
2021-12-31,0.013451325635024327,0.013671621945170055,0.013979293009676343
2022-03-31,0.017724780670964484,0.017218939856696133,0.01783349805597776
2022-06-30,0.034538360699413906,0.03408133648806343,0.034883353859899886
2022-09-30,0.0350782240897241,0.034548600162577575,0.03431208586857471
2022-12-31,0.04348336549112671,0.04252512260629973,0.04255402508546329
2023-03-31,0.04015626676354542,0.04049743974905646,0.040166942485567236
2023-06-30,0.022626164520851207,0.022778444153739624,0.022661584022736377
2023-09-30,0.024354231761080942,0.024890927842254246,0.025203775063079397
2023-12-31,0.018582116479558142,0.01809917894359945,0.01873244327737842
2024-03-31,0.017297252707388598,0.016962435545524797,0.017492495755714384
2024-06-30,0.01753724794984223,0.017622450671140922,0.017798136308182687
2024-09-30,0.0208716991105908,0.021105303075544833,0.021392422255585145
2024-12-31,0.02791874074734372,0.0289382128059275,0.029372034896051745
2025-03-31,0.029674009113923434,0.030473018306067762,0.030501769570478586
2025-06-30,0.032067059587600207,0.031378518211989295,0.03171463564681782
2025-09-30,0.026146993946905707,0.02615795086358791,0.02581832220833822
2025-12-31,0.020215152443298145,0.019263626897480825,0.01921477216399539
